query	target	pident	evalue	qlen	tlen	alnlen	bits	tstart	tend	qstart	qend	qcov	tcov	neig1_id	query_source	query_clean	aro	gene_family	drug_class	mechanism	short_name	cryptic	has_human	tcov_tier	pident_tier
[SWISSPROT]sp|I6Y0R5|FOLC_MYCTU	AF-Q5F6L0-F1-model_v6	16.7	2.798e-18	487	492	438	813	92	492	48	485	0.8993839835728953	0.8902439024390244	Q5F6L0	SWISSPROT	sp|I6Y0R5|FOLC_MYCTU		Dihydrofolate synthase/folylpolyglutamate synthase			FOLC_MYCTU	True	False	70-90%	<30% cryptic
[CARD]gb|AVM85875.1|ARO:3004698|MCR-5.2	AF-Q5F6L1-F1-model_v6	14.0	9.871e-18	546	548	531	909	1	501	1	531	0.9725274725274725	0.968978102189781	Q5F6L1	CARD	gb|AVM85875.1|ARO:3004698|MCR-5.2	ARO:3004698	MCR phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration	MCR-5.2	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|I6Y0R5|FOLC_MYCTU	AF-Q5F6L2-F1-model_v6	16.5	2.363e-16	487	452	436	732	85	451	50	485	0.8952772073921971	0.9646017699115044	Q5F6L2	SWISSPROT	sp|I6Y0R5|FOLC_MYCTU		Dihydrofolate synthase/folylpolyglutamate synthase			FOLC_MYCTU	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|O25103|HCPB_HELPY	AF-Q5F6L5-F1-model_v6	28.4	1.773e-06	138	126	109	350	13	121	31	137	0.7898550724637681	0.8650793650793651	Q5F6L5	SWISSPROT	sp|O25103|HCPB_HELPY		Beta-lactamase HcpB			HCPB_HELPY	True	True	70-90%	<30% cryptic
[SWISSPROT]sp|I6Y0R5|FOLC_MYCTU	AF-Q5F6L6-F1-model_v6	17.0	7.049e-15	487	445	437	670	97	440	47	483	0.8973305954825462	0.9820224719101124	Q5F6L6	SWISSPROT	sp|I6Y0R5|FOLC_MYCTU		Dihydrofolate synthase/folylpolyglutamate synthase			FOLC_MYCTU	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|Q54387|MGT_STRLI	AF-Q5F6L8-F1-model_v6	16.4	5.667e-14	418	355	394	614	1	352	21	414	0.9425837320574163	1.0	Q5F6L8	SWISSPROT	sp|Q54387|MGT_STRLI		Macrolide glycosyltransferase			MGT_STRLI	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|I6Y0R5|FOLC_MYCTU	AF-Q5F6L9-F1-model_v6	15.6	8.347e-17	487	469	430	751	96	463	52	481	0.8829568788501027	0.9168443496801706	Q5F6L9	SWISSPROT	sp|I6Y0R5|FOLC_MYCTU		Dihydrofolate synthase/folylpolyglutamate synthase			FOLC_MYCTU	True	False	90-100%	<30% cryptic
[CARD]gb|AHA41500.1|ARO:3002913|vanO	AF-Q5F6M0-F1-model_v6	25.9	4.842e-28	346	304	339	1150	1	300	1	339	0.9797687861271677	1.0	Q5F6M0	CARD	gb|AHA41500.1|ARO:3002913|vanO	ARO:3002913	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanO	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|Q9I5Q5|ANMK_PSEAE	AF-Q5F6M2-F1-model_v6	10.8	9.081e-06	363	414	381	281	6	386	2	342	1.0	0.9202898550724637	Q5F6M2	SWISSPROT	sp|Q9I5Q5|ANMK_PSEAE		Anhydro-N-acetylmuramic acid kinase			ANMK_PSEAE	True	False	90-100%	<30% cryptic
[CARD]gb|AAC75089.1|ARO:3003577|ugd	AF-Q5F6N4-F1-model_v6	13.5	3.612e-09	388	290	293	415	6	267	2	294	0.7551546391752577	1.0	Q5F6N4	CARD	gb|AAC75089.1|ARO:3003577|ugd	ARO:3003577	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration	ugd	True	False	90-100%	<30% cryptic
[CARD]gb|CDO13836.1|ARO:3005044|OmpA	AF-Q5F6N6-F1-model_v6	12.6	3.247e-07	374	235	234	350	2	235	44	219	0.6256684491978609	0.9957446808510638	Q5F6N6	CARD	gb|CDO13836.1|ARO:3005044|OmpA	ARO:3005044	General Bacterial Porin with reduced permeability to peptide antibiotics	peptide antibiotic	reduced permeability to antibiotic	OmpA	True	False	90-100%	<30% cryptic
[CARD]gb|WP_102607457.1|ARO:3004361|sul4	AF-Q5F6P1-F1-model_v6	12.7	4.463e-07	287	242	273	331	1	237	14	286	0.9512195121951219	1.0	Q5F6P1	CARD	gb|WP_102607457.1|ARO:3004361|sul4	ARO:3004361	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement	sul4	True	False	90-100%	<30% cryptic
[CARD]gb|AAL02176.1|ARO:3004669|emtA	AF-Q5F6P5-F1-model_v6	14.7	1.23e-21	341	380	376	867	5	380	2	340	1.0	0.9894736842105263	Q5F6P5	CARD	gb|AAL02176.1|ARO:3004669|emtA	ARO:3004669	non-erm 23S ribosomal RNA methyltransferase (G748)	lincosamide antibiotic;macrolide antibiotic;orthosomycin antibiotic	antibiotic target alteration	emtA	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|Q5HG20|DCDA_STAAC	AF-Q5F6R2-F1-model_v6	14.8	1.732e-27	421	630	566	1113	19	584	2	418	1.0	0.8984126984126984	Q5F6R2	SWISSPROT	sp|Q5HG20|DCDA_STAAC		Diaminopimelate decarboxylase			DCDA_STAAC	True	False	70-90%	<30% cryptic
[SWISSPROT]sp|Q9HY65|ARNB_PSEAE	AF-Q5F6R6-F1-model_v6	15.1	2.825e-14	382	380	373	586	41	379	1	373	0.9764397905759162	0.9815789473684211	Q5F6R6	SWISSPROT	sp|Q9HY65|ARNB_PSEAE		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera			ARNB_PSEAE	True	True	90-100%	<30% cryptic
[CARD]gb|UXD71803.1|ARO:3007459|EstT	AF-Q5F6R7-F1-model_v6	12.7	1.102e-07	306	215	248	342	3	200	39	286	0.8104575163398693	1.0	Q5F6R7	CARD	gb|UXD71803.1|ARO:3007459|EstT	ARO:3007459	macrolide esterase	macrolide antibiotic	antibiotic inactivation	EstT	True	False	90-100%	<30% cryptic
[CARD]gb|AAS79458.1|ARO:3001302|chrB	AF-Q5F6R8-F1-model_v6	17.6	8.106e-12	280	260	254	483	3	256	49	280	0.9071428571428571	0.9769230769230769	Q5F6R8	CARD	gb|AAS79458.1|ARO:3001302|chrB	ARO:3001302	non-erm 23S ribosomal RNA methyltransferase (G748)	lincosamide antibiotic;macrolide antibiotic	antibiotic target alteration	chrB	True	False	90-100%	<30% cryptic
[CARD]gb|CAA79966.1|ARO:3003665|NmcR	AF-Q5F6S3-F1-model_v6	20.8	1.456e-19	295	303	294	788	2	295	4	290	0.9966101694915255	0.9702970297029703	Q5F6S3	CARD	gb|CAA79966.1|ARO:3003665|NmcR	ARO:3003665	IMI beta-lactamase	carbapenem;cephalosporin;penicillin beta-lactam	antibiotic inactivation	NmcR	True	False	90-100%	<30% cryptic
[CARD]gb|AAF36802.1|ARO:3002945|vanH_in_vanF_cl	AF-Q5F6S7-F1-model_v6	14.1	2.502e-06	322	512	338	312	1	338	4	313	1.0	0.66015625	Q5F6S7	CARD	gb|AAF36802.1|ARO:3002945|vanH_in_vanF_cl	ARO:3002945	glycopeptide resistance gene cluster;vanH	glycopeptide antibiotic	antibiotic target alteration	vanH_in_vanF_cl	True	True	50-70%	<30% cryptic
[SWISSPROT]sp|Q9HZ62|MUPP_PSEAE	AF-Q5F6S9-F1-model_v6	21.6	3.998e-08	226	277	208	362	62	263	1	208	0.9203539823008849	0.7509025270758123	Q5F6S9	SWISSPROT	sp|Q9HZ62|MUPP_PSEAE		N-acetylmuramic acid 6-phosphate phosphatase			MUPP_PSEAE	True	True	70-90%	<30% cryptic
[SWISSPROT]sp|Q8L0X4|MEGL_FUSNP	AF-Q5F6U3-F1-model_v6	12.9	1.761e-09	395	396	395	437	6	396	1	395	1.0	0.9974747474747475	Q5F6U3	SWISSPROT	sp|Q8L0X4|MEGL_FUSNP		L-methionine gamma-lyase			MEGL_FUSNP	True	True	90-100%	<30% cryptic
[CARD]gb|BAE06007.1|ARO:3003698|mexP	AF-Q5F6V5-F1-model_v6	20.6	2.1970000000000002e-26	385	392	371	1172	1	371	1	354	0.9636363636363636	0.9464285714285714	Q5F6V5	CARD	gb|BAE06007.1|ARO:3003698|mexP	ARO:3003698	resistance-nodulation-cell division (RND) antibiotic efflux pump	carbapenem;diaminopyrimidine antibiotic;disinfecting agents and antiseptics;macrolide antibiotic;phenicol antibiotic;tetracycline antibiotic	antibiotic efflux	mexP	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|Q4FU75|MACB_PSYA2	AF-Q5F6V6-F1-model_v6	53.5	2.4139999999999998e-73	665	644	652	3489	1	644	14	665	0.9804511278195489	1.0	Q5F6V6	SWISSPROT	sp|Q4FU75|MACB_PSYA2		Macrolide export ATP-binding/permease protein MacB			MACB_PSYA2	False	True	90-100%	50-70% moderate
[SWISSPROT]sp|P9WQL8|DRRA_MYCTO	AF-Q5F6W0-F1-model_v6	23.4	3.717e-15	331	231	218	673	1	203	6	223	0.6586102719033232	0.9437229437229437	Q5F6W0	SWISSPROT	sp|P9WQL8|DRRA_MYCTO		Doxorubicin resistance ATP-binding protein DrrA			DRRA_MYCTO	True	True	90-100%	<30% cryptic
[CARD]gb|VWQ00850.1|ARO:3003843|leuO	AF-Q5F6W2-F1-model_v6	10.3	5.355e-08	314	325	247	352	5	251	90	312	0.7866242038216561	0.76	Q5F6W2	CARD	gb|VWQ00850.1|ARO:3003843|leuO	ARO:3003843	major facilitator superfamily (MFS) antibiotic efflux pump	disinfecting agents and antiseptics;nucleoside antibiotic	antibiotic efflux	leuO	True	False	70-90%	<30% cryptic
[SWISSPROT]sp|Q9I5Q5|ANMK_PSEAE	AF-Q5F6W5-F1-model_v6	9.8	9.17e-07	363	642	389	322	1	389	1	343	1.0	0.6059190031152648	Q5F6W5	SWISSPROT	sp|Q9I5Q5|ANMK_PSEAE		Anhydro-N-acetylmuramic acid kinase			ANMK_PSEAE	True	True	50-70%	<30% cryptic
[CARD]gb|EEL41021.1|ARO:3003072|mphL	AF-Q5F6W9-F1-model_v6	10.7	2.349e-07	303	503	336	335	91	426	1	301	1.0	0.6679920477137177	Q5F6W9	CARD	gb|EEL41021.1|ARO:3003072|mphL	ARO:3003072	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation	mphL	True	True	50-70%	<30% cryptic
[CARD]gb|AAA86871.1|ARO:3002841|vatB	AF-Q5F6X0-F1-model_v6	19.3	8.94e-06	212	272	144	288	150	253	29	172	0.6792452830188679	0.5294117647058824	Q5F6X0	CARD	gb|AAA86871.1|ARO:3002841|vatB	ARO:3002841	streptogramin vat acetyltransferase	streptogramin A antibiotic;streptogramin antibiotic	antibiotic inactivation	vatB	True	False	50-70%	<30% cryptic
[CARD]gb|WP_082039181.1|ARO:3007028|salD	AF-Q5F6Z0-F1-model_v6	17.2	4.645e-12	544	308	281	539	1	281	303	533	0.5165441176470589	0.9123376623376623	Q5F6Z0	CARD	gb|WP_082039181.1|ARO:3007028|salD	ARO:3007028	sal-type ABC-F protein	lincosamide antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic	antibiotic target protection	salD	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|A0A0H4TXY1|TET55_UNKP	AF-Q5F6Z3-F1-model_v6	12.4	1.951e-13	385	553	418	578	1	418	1	371	1.0	0.755877034358047	Q5F6Z3	SWISSPROT	sp|A0A0H4TXY1|TET55_UNKP		Flavin-dependent monooxygenase			TET55_UNKP	True	True	70-90%	<30% cryptic
[CARD]gb|AAC76296.1|ARO:3000656|AcrS	AF-Q5F723-F1-model_v6	27.8	8.048e-11	220	210	207	563	1	207	2	207	0.9409090909090909	0.9857142857142858	Q5F723	CARD	gb|AAC76296.1|ARO:3000656|AcrS	ARO:3000656	resistance-nodulation-cell division (RND) antibiotic efflux pump	cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic	antibiotic efflux	AcrS	True	False	90-100%	<30% cryptic
[CARD]gb|AAG05916.1|ARO:3004073|MuxA	AF-Q5F724-F1-model_v6	29.1	6.483e-36	426	412	418	1557	1	406	1	418	0.9812206572769953	1.0	Q5F724	CARD	gb|AAG05916.1|ARO:3004073|MuxA	ARO:3004073	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic;macrolide antibiotic;monobactam;tetracycline antibiotic	antibiotic efflux	MuxA	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|P0C070|MEPB_PSEPU	AF-Q5F725-F1-model_v6	47.6	2.966e-99	1050	1067	1041	5081	1	1041	1	1031	0.9914285714285714	0.9756326148078726	Q5F725	SWISSPROT	sp|P0C070|MEPB_PSEPU		Multidrug/solvent efflux pump membrane transporter MepB			MEPB_PSEPU	False	False	90-100%	30-50% remote
[CARD]gb|AAX14803.1|ARO:3000782|adeK	AF-Q5F726-F1-model_v6	39.7	7.489000000000001e-35	484	467	472	1885	1	467	1	472	0.9752066115702479	1.0	Q5F726	CARD	gb|AAX14803.1|ARO:3000782|adeK	ARO:3000782	resistance-nodulation-cell division (RND) antibiotic efflux pump	carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic	antibiotic efflux	adeK	False	False	90-100%	30-50% remote
[SWISSPROT]sp|P9WFR9|TYSY_MYCTU	AF-Q5F732-F1-model_v6	63.1	1.169e-39	266	264	263	1587	2	264	5	266	0.9887218045112782	0.9962121212121212	Q5F732	SWISSPROT	sp|P9WFR9|TYSY_MYCTU		Thymidylate synthase ThyA			TYSY_MYCTU	False	True	90-100%	50-70% moderate
[SWISSPROT]sp|Q54387|MGT_STRLI	AF-Q5F734-F1-model_v6	14.6	8.014e-13	418	354	392	567	1	350	18	409	0.937799043062201	1.0	Q5F734	SWISSPROT	sp|Q54387|MGT_STRLI		Macrolide glycosyltransferase			MGT_STRLI	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|B5XTK8|ARNC_KLEV3	AF-Q5F735-F1-model_v6	12.7	2.256e-08	327	252	300	362	1	252	7	306	0.9174311926605505	1.0	Q5F735	SWISSPROT	sp|B5XTK8|ARNC_KLEV3		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose trans			ARNC_KLEV3	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|P0C002|DHP1_ECOLX	AF-Q5F744-F1-model_v6	15.3	4.135e-06	279	297	248	293	93	290	1	248	0.8888888888888888	0.835016835016835	Q5F744	SWISSPROT	sp|P0C002|DHP1_ECOLX		Dihydropteroate synthase type-1			DHP1_ECOLX	True	False	70-90%	<30% cryptic
[SWISSPROT]sp|P59655|DHPS_STRR6	AF-Q5F745-F1-model_v6	33.5	3.4180000000000004e-21	314	284	293	940	15	280	7	299	0.9331210191082803	1.0	Q5F745	SWISSPROT	sp|P59655|DHPS_STRR6		Dihydropteroate synthase			DHPS_STRR6	False	False	90-100%	30-50% remote
[CARD]gb|AHA41499.1|ARO:3002948|vanH_in_vanO_cl	AF-Q5F751-F1-model_v6	30.8	2.58e-32	350	332	324	1402	1	324	33	350	0.9257142857142857	0.9759036144578314	Q5F751	CARD	gb|AHA41499.1|ARO:3002948|vanH_in_vanO_cl	ARO:3002948	glycopeptide resistance gene cluster;vanH	glycopeptide antibiotic	antibiotic target alteration	vanH_in_vanO_cl	False	True	90-100%	30-50% remote
[SWISSPROT]sp|P0A8M3|SYT_ECOLI	AF-Q5F752-F1-model_v6	10.3	8.257e-14	642	431	461	634	45	401	66	526	0.7180685358255452	1.0	Q5F752	SWISSPROT	sp|P0A8M3|SYT_ECOLI		Threonine--tRNA ligase			SYT_ECOLI	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|P13364|GYRB_PSEPU	AF-Q5F754-F1-model_v6	30.3	3.959e-59	806	661	805	2614	1	661	1	805	0.9987593052109182	1.0	Q5F754	SWISSPROT	sp|P13364|GYRB_PSEPU		DNA gyrase subunit B			GYRB_PSEPU	False	True	90-100%	30-50% remote
[CARD]gb|APB03216.1|ARO:3003982|LlmA_23S_CLI	AF-Q5F757-F1-model_v6	16.9	1.461e-11	287	362	269	483	105	359	19	287	0.9372822299651568	0.7430939226519337	Q5F757	CARD	gb|APB03216.1|ARO:3003982|LlmA_23S_CLI	ARO:3003982	Llm 23S ribosomal RNA methyltransferase	lincosamide antibiotic	antibiotic target alteration	LlmA_23S_CLI	True	True	70-90%	<30% cryptic
[SWISSPROT]sp|Q8Z542|ARNB_SALTI	AF-Q5F758-F1-model_v6	13.2	4.464e-09	379	397	376	388	25	395	1	376	0.9920844327176781	0.947103274559194	Q5F758	SWISSPROT	sp|Q8Z542|ARNB_SALTI		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera			ARNB_SALTI	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|A4SQW7|ARNB_AERS4	AF-Q5F761-F1-model_v6	13.1	5.27e-09	378	950	371	392	83	439	5	375	0.9814814814814815	0.39052631578947367	Q5F761	SWISSPROT	sp|A4SQW7|ARNB_AERS4		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera			ARNB_AERS4	True	True	30-50%	<30% cryptic
[SWISSPROT]sp|Q4ZSZ4|ARNB_PSEU2	AF-Q5F761-F1-model_v6	14.6	5.203e-09	382	950	380	372	494	873	8	382	0.9947643979057592	0.4	Q5F761	SWISSPROT	sp|Q4ZSZ4|ARNB_PSEU2		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera			ARNB_PSEU2	True	True	30-50%	<30% cryptic
[SWISSPROT]sp|P12921|TMRB_BACSU	AF-Q5F775-F1-model_v6	13.8	5.431e-06	197	205	196	256	9	204	2	190	0.9949238578680203	0.9560975609756097	Q5F775	SWISSPROT	sp|P12921|TMRB_BACSU		Tunicamycin resistance protein			TMRB_BACSU	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|Q54387|MGT_STRLI	AF-Q5F778-F1-model_v6	14.8	6.008e-07	418	394	300	327	1	270	21	320	0.7177033492822966	0.7614213197969543	Q5F778	SWISSPROT	sp|Q54387|MGT_STRLI		Macrolide glycosyltransferase			MGT_STRLI	True	True	70-90%	<30% cryptic
[CARD]gb|APB03216.1|ARO:3003982|LlmA_23S_CLI	AF-Q5F783-F1-model_v6	15.0	4.213e-06	287	299	209	274	92	291	75	283	0.7282229965156795	0.6989966555183946	Q5F783	CARD	gb|APB03216.1|ARO:3003982|LlmA_23S_CLI	ARO:3003982	Llm 23S ribosomal RNA methyltransferase	lincosamide antibiotic	antibiotic target alteration	LlmA_23S_CLI	True	True	50-70%	<30% cryptic
[SWISSPROT]sp|P94967|ALR_MYCSM	AF-Q5F788-F1-model_v6	30.2	1.348e-32	389	352	372	1324	1	352	13	384	0.9562982005141388	1.0	Q5F788	SWISSPROT	sp|P94967|ALR_MYCSM		Alanine racemase			ALR_MYCSM	False	False	90-100%	30-50% remote
[SWISSPROT]sp|P0A6N3|EFTU_ECO57	AF-Q5F796-F1-model_v6	12.7	3.239e-06	394	446	208	296	1	208	7	194	0.5279187817258884	0.4663677130044843	Q5F796	SWISSPROT	sp|P0A6N3|EFTU_ECO57		Elongation factor Tu			EFTU_ECO57	True	False	30-50%	<30% cryptic
[SWISSPROT]sp|P0A6N3|EFTU_ECO57	AF-Q5F797-F1-model_v6	17.6	7.17e-19	394	943	508	811	435	942	1	383	1.0	0.5387062566277837	Q5F797	SWISSPROT	sp|P0A6N3|EFTU_ECO57		Elongation factor Tu			EFTU_ECO57	True	True	50-70%	<30% cryptic
[SWISSPROT]sp|Q8L0X4|MEGL_FUSNP	AF-Q5F7A0-F1-model_v6	9.6	3.078e-07	395	368	368	344	1	366	27	394	0.9316455696202531	1.0	Q5F7A0	SWISSPROT	sp|Q8L0X4|MEGL_FUSNP		L-methionine gamma-lyase			MEGL_FUSNP	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|O25608|RDXA_HELPY	AF-Q5F7A2-F1-model_v6	19.6	1.773e-08	210	185	207	364	1	185	4	210	0.9857142857142858	1.0	Q5F7A2	SWISSPROT	sp|O25608|RDXA_HELPY		Oxygen-insensitive NADPH nitroreductase			RDXA_HELPY	True	False	90-100%	<30% cryptic
[CARD]gb|AAK37618.1|ARO:3005008|TxR	AF-Q5F7B8-F1-model_v6	28.5	2.622e-17	318	574	242	720	333	574	111	317	0.7610062893081762	0.42160278745644597	Q5F7B8	CARD	gb|AAK37618.1|ARO:3005008|TxR	ARO:3005008	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	TxR	True	False	30-50%	<30% cryptic
[SWISSPROT]sp|P9WG46|GYRA_MYCTO	AF-Q5F7B9-F1-model_v6	30.4	2.334e-65	838	767	766	2947	1	765	4	769	0.9140811455847255	0.9986962190352021	Q5F7B9	SWISSPROT	sp|P9WG46|GYRA_MYCTO		DNA gyrase subunit A			GYRA_MYCTO	False	True	90-100%	30-50% remote
[SWISSPROT]sp|P0A8M3|SYT_ECOLI	AF-Q5F7C4-F1-model_v6	10.5	1.4e-08	642	874	485	411	533	866	44	528	0.7554517133956387	0.5549199084668193	Q5F7C4	SWISSPROT	sp|P0A8M3|SYT_ECOLI		Threonine--tRNA ligase			SYT_ECOLI	True	True	50-70%	<30% cryptic
[CARD]gb|AAD44693.1|ARO:3000816|mtrA	AF-Q5F7C8-F1-model_v6	99.2	2.2729999999999998e-39	301	280	271	1704	10	280	31	301	0.9003322259136213	0.9678571428571429	Q5F7C8	CARD	gb|AAD44693.1|ARO:3000816|mtrA	ARO:3000816	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux	mtrA	False	False	90-100%	>90% near-identical
[SWISSPROT]sp|O07550|BMRC_BACSU	AF-Q5F7D3-F1-model_v6	12.5	8.976e-07	585	288	315	359	1	280	1	315	0.5384615384615384	1.0	Q5F7D3	SWISSPROT	sp|O07550|BMRC_BACSU		Multidrug resistance ABC transporter ATP-binding/permease pr			BMRC_BACSU	True	False	90-100%	<30% cryptic
[CARD]gb|BAB56495.1|ARO:3000746|mepR	AF-Q5F7D4-F1-model_v6	18.2	1.155e-07	139	143	137	305	1	135	3	139	0.9856115107913669	0.958041958041958	Q5F7D4	CARD	gb|BAB56495.1|ARO:3000746|mepR	ARO:3000746	multidrug and toxic compound extrusion (MATE) transporter	glycylcycline;tetracycline antibiotic	antibiotic efflux	mepR	True	False	90-100%	<30% cryptic
[CARD]gb|AAC75089.1|ARO:3003577|ugd	AF-Q5F7D5-F1-model_v6	12.9	9.039e-11	388	289	281	480	8	268	2	282	0.7242268041237113	0.972318339100346	Q5F7D5	CARD	gb|AAC75089.1|ARO:3003577|ugd	ARO:3003577	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration	ugd	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|Q4KC84|ARNB_PSEF5	AF-Q5F7D7-F1-model_v6	14.0	2.41e-12	379	359	377	517	23	357	1	377	0.9947229551451188	1.0	Q5F7D7	SWISSPROT	sp|Q4KC84|ARNB_PSEF5		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera			ARNB_PSEF5	True	False	90-100%	<30% cryptic
[CARD]gb|VWQ00850.1|ARO:3003843|leuO	AF-Q5F7E0-F1-model_v6	9.4	3.562e-07	314	221	211	320	1	211	109	313	0.6719745222929936	0.9547511312217195	Q5F7E0	CARD	gb|VWQ00850.1|ARO:3003843|leuO	ARO:3003843	major facilitator superfamily (MFS) antibiotic efflux pump	disinfecting agents and antiseptics;nucleoside antibiotic	antibiotic efflux	leuO	True	False	90-100%	<30% cryptic
[CARD]gb|AHA41499.1|ARO:3002948|vanH_in_vanO_cl	AF-Q5F7E6-F1-model_v6	10.3	5.771e-06	350	331	328	295	24	324	12	339	0.9371428571428572	0.9909365558912386	Q5F7E6	CARD	gb|AHA41499.1|ARO:3002948|vanH_in_vanO_cl	ARO:3002948	glycopeptide resistance gene cluster;vanH	glycopeptide antibiotic	antibiotic target alteration	vanH_in_vanO_cl	True	True	90-100%	<30% cryptic
[CARD]gb|AAL27442.1|ARO:3002907|vanE	AF-Q5F7G1-F1-model_v6	14.6	1.222e-12	352	318	341	539	1	317	1	341	0.96875	1.0	Q5F7G1	CARD	gb|AAL27442.1|ARO:3002907|vanE	ARO:3002907	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanE	True	False	90-100%	<30% cryptic
[CARD]gb|MCO7070877.1|ARO:3007433|almE	AF-Q5F7G5-F1-model_v6	18.3	1.769e-36	556	556	537	1508	19	555	26	548	0.9658273381294964	0.9658273381294964	Q5F7G5	CARD	gb|MCO7070877.1|ARO:3007433|almE	ARO:3007433	alm glycyltransferase;polymyxin resistance operon	peptide antibiotic	antibiotic target alteration	almE	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|P06992|RSMA_ECOLI	AF-Q5F7G9-F1-model_v6	14.8	6.871e-06	273	377	238	272	1	238	39	259	0.8717948717948718	0.6312997347480106	Q5F7G9	SWISSPROT	sp|P06992|RSMA_ECOLI		Ribosomal RNA small subunit methyltransferase A			RSMA_ECOLI	True	True	50-70%	<30% cryptic
[CARD]gb|AGN74946.1|ARO:3003749|salA	AF-Q5F7H1-F1-model_v6	12.6	5.859e-11	541	949	472	504	440	911	76	499	0.8724584103512015	0.49736564805057953	Q5F7H1	CARD	gb|AGN74946.1|ARO:3003749|salA	ARO:3003749	sal-type ABC-F protein	lincosamide antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic	antibiotic target protection	salA	True	True	30-50%	<30% cryptic
[CARD]gb|AIA35096.1|ARO:3005059|LptD	AF-Q5F7H3-F1-model_v6	8.5	1.351e-07	782	758	586	419	173	758	226	761	0.7493606138107417	0.7730870712401056	Q5F7H3	CARD	gb|AIA35096.1|ARO:3005059|LptD	ARO:3005059	ATP-binding cassette (ABC) antibiotic efflux pump	aminocoumarin antibiotic;carbapenem;peptide antibiotic;rifamycin antibiotic	antibiotic efflux	LptD	True	False	70-90%	<30% cryptic
[CARD]gb|QIF88262.1|ARO:3007229|MCR-8.2	AF-Q5F7H9-F1-model_v6	17.2	2.361e-16	565	524	520	811	2	491	14	533	0.9203539823008849	0.9923664122137404	Q5F7H9	CARD	gb|QIF88262.1|ARO:3007229|MCR-8.2	ARO:3007229	MCR phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration	MCR-8.2	True	False	90-100%	<30% cryptic
[CARD]gb|ACH58985.1|ARO:3002485|LRA-2	AF-Q5F7J0-F1-model_v6	15.6	2.034e-08	302	250	249	372	1	229	52	300	0.8245033112582781	0.996	Q5F7J0	CARD	gb|ACH58985.1|ARO:3002485|LRA-2	ARO:3002485	subclass B3 LRA beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	LRA-2	True	True	90-100%	<30% cryptic
[CARD]gb|AAL02176.1|ARO:3004669|emtA	AF-Q5F7L0-F1-model_v6	12.1	6.461e-09	341	289	203	381	86	288	144	335	0.5953079178885631	0.7024221453287197	Q5F7L0	CARD	gb|AAL02176.1|ARO:3004669|emtA	ARO:3004669	non-erm 23S ribosomal RNA methyltransferase (G748)	lincosamide antibiotic;macrolide antibiotic;orthosomycin antibiotic	antibiotic target alteration	emtA	True	False	70-90%	<30% cryptic
