neig1_id	query	target	pident	evalue	qlen	tlen	alnlen	bits	tstart	tend	qstart	qend	qcov	tcov	query_source	query_clean	aro	gene_family	drug_class	mechanism	short_name	cryptic	has_human	tcov_tier	pident_tier	uniprot_gene	uniprot_name	amr_keywords	has_amr_kw	kegg_id	pdb_refs	mean_plddt	pident_cat	tcov_cat	kegg_pathways
Q5F639	[SWISSPROT]sp|Q9F5K6|AVRB_STRVR	AF-Q5F639-F1-model_v6	21.9	2.602e-09	287	154	161	395	1	154	126	286	0.5609756097560976	1.0	SWISSPROT	sp|Q9F5K6|AVRB_STRVR		23S rRNA (uridine(2479)-2'-O)-methyltransferase			AVRB_STRVR	True	False	90-100%	<30% cryptic	trmL	tRNA (cytidine(34)-2'-O)-methyltransferase		False			77.5	"<30%
cryptic"	90-100%	
Q5F641	[CARD]gb|UXD71803.1|ARO:3007459|EstT	AF-Q5F641-F1-model_v6	15.3	2.204e-13	306	249	252	565	5	238	47	298	0.8235294117647058	1.0	CARD	gb|UXD71803.1|ARO:3007459|EstT	ARO:3007459	macrolide esterase	macrolide antibiotic	antibiotic inactivation	EstT	True	True	90-100%	<30% cryptic	bioH	Pimeloyl-[acyl-carrier protein] methyl ester esterase		False			125.0	"<30%
cryptic"	90-100%	
Q5F642	[CARD]gb|CAB37345.2|ARO:3004592|erm(32)	AF-Q5F642-F1-model_v6	18.0	3.528e-12	280	262	237	497	11	247	74	280	0.8464285714285714	0.9045801526717557	CARD	gb|CAB37345.2|ARO:3004592|erm(32)	ARO:3004592	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	erm(32)	True	False	90-100%	<30% cryptic				False			131.5	"<30%
cryptic"	90-100%	Biotin metabolism;Metabolic pathways;Biosynthesis of cofactors
Q5F647	[CARD]gb|UXD71803.1|ARO:3007459|EstT	AF-Q5F647-F1-model_v6	13.6	4.115e-10	306	319	284	437	32	313	23	306	0.9281045751633987	0.890282131661442	CARD	gb|UXD71803.1|ARO:3007459|EstT	ARO:3007459	macrolide esterase	macrolide antibiotic	antibiotic inactivation	EstT	True	True	70-90%	<30% cryptic				False			160.0	"<30%
cryptic"	70-90%	
Q5F648	[SWISSPROT]sp|O34474|YOEA_BACSU	AF-Q5F648-F1-model_v6	12.9	1.038e-08	463	512	441	550	7	434	18	458	0.9524838012958964	0.861328125	SWISSPROT	sp|O34474|YOEA_BACSU		Multidrug resistance transport protein YoeA			YOEA_BACSU	True	False	70-90%	<30% cryptic	murJ	Probable lipid II flippase MurJ		False			256.5	"<30%
cryptic"	70-90%	
Q5F650	[SWISSPROT]sp|Q88QT3|AMGK_PSEPK	AF-Q5F650-F1-model_v6	43.1	2.6860000000000003e-34	339	334	317	1478	6	322	17	333	0.9351032448377581	0.9491017964071856	SWISSPROT	sp|Q88QT3|AMGK_PSEPK		N-acetylmuramate/N-acetylglucosamine kinase			AMGK_PSEPK	False	False	90-100%	30-50% remote				False			167.5	"30-50%
remote"	90-100%	Amino sugar and nucleotide sugar metabolism;Metabolic pathways;Biosynthesis of nucleotide sugars
Q5F651	[CARD]gb|AIA35096.1|ARO:3005059|LptD	AF-Q5F651-F1-model_v6	24.0	1.3639999999999999e-53	782	801	760	2645	44	789	18	777	0.9718670076726342	0.9488139825218477	CARD	gb|AIA35096.1|ARO:3005059|LptD	ARO:3005059	ATP-binding cassette (ABC) antibiotic efflux pump	aminocoumarin antibiotic;carbapenem;peptide antibiotic;rifamycin antibiotic	antibiotic efflux	LptD	True	False	90-100%	<30% cryptic	lptD	LPS-assembly protein LptD		False			401.0	"<30%
cryptic"	90-100%	
Q5F656	[SWISSPROT]sp|Q8Y7I6|OATA_LISMO	AF-Q5F656-F1-model_v6	20.3	2.134e-21	622	622	611	1197	3	608	8	618	0.9823151125401929	0.9823151125401929	SWISSPROT	sp|Q8Y7I6|OATA_LISMO		Peptidoglycan O-acetyltransferase OatA			OATA_LISMO	True	False	90-100%	<30% cryptic				False			311.5	"<30%
cryptic"	90-100%	
Q5F660	[CARD]gb|ALH22601.1|ARO:3000620|adeL	AF-Q5F660-F1-model_v6	28.4	1.823e-28	337	303	289	1137	8	294	2	290	0.857566765578635	0.9537953795379538	CARD	gb|ALH22601.1|ARO:3000620|adeL	ARO:3000620	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;tetracycline antibiotic	antibiotic efflux	adeL	True	False	90-100%	<30% cryptic				False			152.0	"<30%
cryptic"	90-100%	
Q5F668	[SWISSPROT]sp|O05701|DHPS_STAAU	AF-Q5F668-F1-model_v6	11.3	7.396e-06	267	351	290	275	55	344	4	255	1.0	0.8262108262108262	SWISSPROT	sp|O05701|DHPS_STAAU		Dihydropteroate synthase			DHPS_STAAU	True	False	70-90%	<30% cryptic		Phospho-2-dehydro-3-deoxyheptonate aldolase		False			176.0	"<30%
cryptic"	70-90%	Phenylalanine, tyrosine and tryptophan biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Quorum sensing
Q5F669	[SWISSPROT]sp|P04174|DYR_NEIGO	AF-Q5F669-F1-model_v6	98.1	1.6380000000000002e-32	162	162	162	1236	1	162	1	162	1.0	1.0	SWISSPROT	sp|P04174|DYR_NEIGO		Dihydrofolate reductase			DYR_NEIGO	False	True	90-100%	>90% near-identical		Dihydrofolate reductase		False			81.5	">90%
near-id."	90-100%	One carbon pool by folate;Folate biosynthesis;Metabolic pathways;Biosynthesis of cofactors;Folate transport and metabolism
Q5F674	[CARD]gb|AAP82271.1|ARO:3004123|Bpse_Omp38	AF-Q5F674-F1-model_v6	7.5	8.677e-07	374	489	350	321	204	489	25	374	0.9358288770053476	0.7157464212678937	CARD	gb|AAP82271.1|ARO:3004123|Bpse_Omp38	ARO:3004123	General Bacterial Porin with reduced permeability to beta-lactams	carbapenem;cephalosporin;monobactam;penicillin beta-lactam	reduced permeability to antibiotic	Bpse_Omp38	True	False	70-90%	<30% cryptic				False			245.0	"<30%
cryptic"	70-90%	
Q5F679	[CARD]gb|AAF40763.1|ARO:3003961|farA	AF-Q5F679-F1-model_v6	97.9	4.363e-64	384	384	384	2543	1	384	1	384	1.0	1.0	CARD	gb|AAF40763.1|ARO:3003961|farA	ARO:3003961	major facilitator superfamily (MFS) antibiotic efflux pump	antibacterial free fatty acids	antibiotic efflux	farA	False	False	90-100%	>90% near-identical				False			192.5	">90%
near-id."	90-100%	
Q5F680	[CARD]gb|AAF40764.1|ARO:3003962|farB	AF-Q5F680-F1-model_v6	95.6	4.404999999999999e-53	508	507	506	3029	1	506	1	506	0.9960629921259843	0.9980276134122288	CARD	gb|AAF40764.1|ARO:3003962|farB	ARO:3003962	major facilitator superfamily (MFS) antibiotic efflux pump	antibacterial free fatty acids	antibiotic efflux	farB	False	False	90-100%	>90% near-identical	emrB			False			254.0	">90%
near-id."	90-100%	
Q5F684	[CARD]gb|AKQ05893.1|ARO:3004582|tet(49)	AF-Q5F684-F1-model_v6	19.1	9.039e-26	387	394	381	1007	1	381	1	376	0.9844961240310077	0.9670050761421319	CARD	gb|AKQ05893.1|ARO:3004582|tet(49)	ARO:3004582	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation	tet(49)	True	True	90-100%	<30% cryptic				False			197.5	"<30%
cryptic"	90-100%	
Q5F691	[SWISSPROT]sp|P12921|TMRB_BACSU	AF-Q5F691-F1-model_v6	14.7	4.785e-06	197	210	191	258	3	193	1	169	0.9695431472081218	0.9095238095238095	SWISSPROT	sp|P12921|TMRB_BACSU		Tunicamycin resistance protein			TMRB_BACSU	True	True	90-100%	<30% cryptic	coaE	Dephospho-CoA kinase		False			105.5	"<30%
cryptic"	90-100%	Pantothenate and CoA biosynthesis;Metabolic pathways;Biosynthesis of cofactors
Q5F696	[SWISSPROT]sp|P0AEK6|FABI_SHIFL	AF-Q5F696-F1-model_v6	61.0	1.732e-37	262	261	257	1515	1	257	1	256	0.9809160305343512	0.9846743295019157	SWISSPROT	sp|P0AEK6|FABI_SHIFL		Enoyl-[acyl-carrier-protein] reductase [NADH] FabI			FABI_SHIFL	False	True	90-100%	50-70% moderate		Enoyl-[acyl-carrier-protein] reductase [NADH]		False			131.0	"50-70%
moderate"	90-100%	
Q5F6E4	[CARD]gb|CCP44758.1|ARO:3000392|Erm(37)	AF-Q5F6E4-F1-model_v6	17.1	5.362e-09	179	315	193	366	8	200	5	172	1.0	0.6126984126984127	CARD	gb|CCP44758.1|ARO:3000392|Erm(37)	ARO:3000392	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	Erm(37)	True	False	50-70%	<30% cryptic		Phage associated protein		False			158.0	"<30%
cryptic"	50-70%	
Q5F6F4	[SWISSPROT]sp|P32010|DRRA_STRPE	AF-Q5F6F4-F1-model_v6	28.2	1.9409999999999998e-23	330	244	229	970	1	229	1	228	0.693939393939394	0.9385245901639344	SWISSPROT	sp|P32010|DRRA_STRPE		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA			DRRA_STRPE	True	True	90-100%	<30% cryptic		Lipopolysaccharide export system ATP-binding protein LptB		False			122.5	"<30%
cryptic"	90-100%	ABC transporters
Q5F6F7	[SWISSPROT]sp|Q05709|VANH_ENTFC	AF-Q5F6F7-F1-model_v6	9.7	7.335e-06	322	269	254	294	2	236	1	254	0.7888198757763976	0.9442379182156134	SWISSPROT	sp|Q05709|VANH_ENTFC		D-specific alpha-keto acid dehydrogenase			VANH_ENTFC	True	False	90-100%	<30% cryptic	aroE	Shikimate dehydrogenase (NADP(+))		False			135.0	"<30%
cryptic"	90-100%	Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of various plant secondary metabolites;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids
Q5F6G0	[CARD]gb|AAK99679.1|ARO:3000822|pmrA	AF-Q5F6G0-F1-model_v6	15.8	4.763e-10	399	427	398	608	15	412	8	387	0.9974937343358395	0.9320843091334895	CARD	gb|AAK99679.1|ARO:3000822|pmrA	ARO:3000822	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux	pmrA	True	True	90-100%	<30% cryptic		AmpG protein		False			214.0	"<30%
cryptic"	90-100%	beta-Lactam resistance
Q5F6H5	[SWISSPROT]sp|Q9I5Q5|ANMK_PSEAE	AF-Q5F6H5-F1-model_v6	44.1	2.298e-43	363	367	363	1829	5	367	2	363	1.0	0.989100817438692	SWISSPROT	sp|Q9I5Q5|ANMK_PSEAE		Anhydro-N-acetylmuramic acid kinase			ANMK_PSEAE	False	False	90-100%	30-50% remote	anmK	Anhydro-N-acetylmuramic acid kinase		False			184.0	"30-50%
remote"	90-100%	Amino sugar and nucleotide sugar metabolism;Metabolic pathways;Biosynthesis of nucleotide sugars
Q5F6H9	[CARD]gb|BAE77933.1|ARO:3000518|CRP	AF-Q5F6H9-F1-model_v6	21.8	2.011e-15	210	244	202	634	26	227	6	206	0.9619047619047619	0.8278688524590164	CARD	gb|BAE77933.1|ARO:3000518|CRP	ARO:3000518	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam	antibiotic efflux	CRP	True	False	70-90%	<30% cryptic				False			122.5	"<30%
cryptic"	70-90%	
Q5F6I0	[CARD]gb|VWQ00850.1|ARO:3003843|leuO	AF-Q5F6I0-F1-model_v6	15.6	1.214e-17	314	316	293	727	1	293	22	309	0.9331210191082803	0.9272151898734177	CARD	gb|VWQ00850.1|ARO:3003843|leuO	ARO:3003843	major facilitator superfamily (MFS) antibiotic efflux pump	disinfecting agents and antiseptics;nucleoside antibiotic	antibiotic efflux	leuO	True	False	90-100%	<30% cryptic	cysB			False			158.5	"<30%
cryptic"	90-100%	
Q5F6I5	[CARD]gb|APB03219.1|ARO:3003986|TaeA	AF-Q5F6I5-F1-model_v6	38.0	5.138e-51	648	558	536	2192	4	539	1	532	0.8271604938271605	0.9605734767025089	CARD	gb|APB03219.1|ARO:3003986|TaeA	ARO:3003986	ATP-binding cassette (ABC) antibiotic efflux pump	pleuromutilin antibiotic	antibiotic efflux	TaeA	False	True	90-100%	30-50% remote	ettA	Energy-dependent translational throttle protein EttA		False			279.5	"30-50%
remote"	90-100%	
Q5F6I6	[CARD]gb|APE19944.1|ARO:3007209|Sven_rox	AF-Q5F6I6-F1-model_v6	11.5	3.832e-08	476	502	489	384	5	493	2	384	1.0	0.9741035856573705	CARD	gb|APE19944.1|ARO:3007209|Sven_rox	ARO:3007209	rifampin monooxygenase	rifamycin antibiotic	antibiotic inactivation	Sven_rox	True	True	90-100%	<30% cryptic		L-aspartate oxidase		False			251.5	"<30%
cryptic"	90-100%	Alanine, aspartate and glutamate metabolism;Nicotinate and nicotinamide metabolism;Metabolic pathways;Biosynthesis of cofactors
Q5F6J3	[CARD]gb|CAB45459.1|ARO:3002914|vanJ	AF-Q5F6J3-F1-model_v6	17.4	2.321e-09	330	256	252	433	1	252	101	326	0.7636363636363637	0.984375	CARD	gb|CAB45459.1|ARO:3002914|vanJ	ARO:3002914	vanJ membrane protein	glycopeptide antibiotic	antibiotic target alteration	vanJ	True	True	90-100%	<30% cryptic				False			128.5	"<30%
cryptic"	90-100%	Base excision repair
Q5F6K1	[CARD]gb|AAK37618.1|ARO:3005008|TxR	AF-Q5F6K1-F1-model_v6	15.9	1.556e-08	318	498	295	376	195	489	23	262	0.9276729559748428	0.5923694779116466	CARD	gb|AAK37618.1|ARO:3005008|TxR	ARO:3005008	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	TxR	True	False	50-70%	<30% cryptic				False			249.5	"<30%
cryptic"	50-70%	
Q5F6K4	[SWISSPROT]sp|Q9K0Z3|UPPP_NEIMB	AF-Q5F6K4-F1-model_v6	98.1	2.784e-32	273	273	273	1704	1	273	1	273	1.0	1.0	SWISSPROT	sp|Q9K0Z3|UPPP_NEIMB		Undecaprenyl-diphosphatase			UPPP_NEIMB	False	False	90-100%	>90% near-identical	uppP	Undecaprenyl-diphosphatase	Antibiotic resistance	True			137.0	">90%
near-id."	90-100%	Peptidoglycan biosynthesis;Teichoic acid biosynthesis
Q5F6K5	[SWISSPROT]sp|A8C927|NPMA_ECOLX	AF-Q5F6K5-F1-model_v6	9.8	6.471e-06	219	406	287	254	93	379	17	219	1.0	0.7068965517241379	SWISSPROT	sp|A8C927|NPMA_ECOLX		16S rRNA (adenine(1408)-N(1))-methyltransferase			NPMA_ECOLX	True	True	70-90%	<30% cryptic				False			203.5	"<30%
cryptic"	70-90%	
Q5F6K7	[CARD]gb|AAL02176.1|ARO:3004669|emtA	AF-Q5F6K7-F1-model_v6	11.1	4.335e-06	341	318	318	273	1	318	167	341	0.9325513196480938	1.0	CARD	gb|AAL02176.1|ARO:3004669|emtA	ARO:3004669	non-erm 23S ribosomal RNA methyltransferase (G748)	lincosamide antibiotic;macrolide antibiotic;orthosomycin antibiotic	antibiotic target alteration	emtA	True	True	90-100%	<30% cryptic	rsmH	Ribosomal RNA small subunit methyltransferase H		False			159.5	"<30%
cryptic"	90-100%	
Q5F6K9	[SWISSPROT]sp|P0A0U9|PBP2_NEIMB	AF-Q5F6K9-F1-model_v6	98.4	3.294e-98	581	582	582	4138	1	582	1	581	1.0	1.0	SWISSPROT	sp|P0A0U9|PBP2_NEIMB		Probable peptidoglycan D,D-transpeptidase PenA			PBP2_NEIMB	False	False	90-100%	>90% near-identical	penA	Probable peptidoglycan D,D-transpeptidase PenA		False			291.5	">90%
near-id."	90-100%	Peptidoglycan biosynthesis;Metabolic pathways;beta-Lactam resistance
Q5F6L0	[SWISSPROT]sp|I6Y0R5|FOLC_MYCTU	AF-Q5F6L0-F1-model_v6	16.7	2.798e-18	487	492	438	813	92	492	48	485	0.8993839835728953	0.8902439024390244	SWISSPROT	sp|I6Y0R5|FOLC_MYCTU		Dihydrofolate synthase/folylpolyglutamate synthase			FOLC_MYCTU	True	False	70-90%	<30% cryptic	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase		False			246.5	"<30%
cryptic"	70-90%	Lysine biosynthesis;Peptidoglycan biosynthesis;Metabolic pathways
Q5F6L1	[CARD]gb|CCI79240.1|ARO:3005047|eptB	AF-Q5F6L1-F1-model_v6	16.3	6.735000000000001e-20	574	548	557	927	2	508	13	569	0.9703832752613241	1.0	CARD	gb|CCI79240.1|ARO:3005047|eptB	ARO:3005047	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration	eptB	True	False	90-100%	<30% cryptic				False			274.5	"<30%
cryptic"	90-100%	
Q5F6L2	[SWISSPROT]sp|I6Y0R5|FOLC_MYCTU	AF-Q5F6L2-F1-model_v6	16.5	2.363e-16	487	452	436	732	85	451	50	485	0.8952772073921971	0.9646017699115044	SWISSPROT	sp|I6Y0R5|FOLC_MYCTU		Dihydrofolate synthase/folylpolyglutamate synthase			FOLC_MYCTU	True	False	90-100%	<30% cryptic	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase		False			226.5	"<30%
cryptic"	90-100%	Lysine biosynthesis;Peptidoglycan biosynthesis;Metabolic pathways;Vancomycin resistance
Q5F6L5	[SWISSPROT]sp|O25103|HCPB_HELPY	AF-Q5F6L5-F1-model_v6	28.4	1.773e-06	138	126	109	350	13	121	31	137	0.7898550724637681	0.8650793650793651	SWISSPROT	sp|O25103|HCPB_HELPY		Beta-lactamase HcpB			HCPB_HELPY	True	True	70-90%	<30% cryptic				False			63.5	"<30%
cryptic"	70-90%	
Q5F6L6	[SWISSPROT]sp|I6Y0R5|FOLC_MYCTU	AF-Q5F6L6-F1-model_v6	17.0	7.049e-15	487	445	437	670	97	440	47	483	0.8973305954825462	0.9820224719101124	SWISSPROT	sp|I6Y0R5|FOLC_MYCTU		Dihydrofolate synthase/folylpolyglutamate synthase			FOLC_MYCTU	True	False	90-100%	<30% cryptic	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase		False			223.0	"<30%
cryptic"	90-100%	D-Amino acid metabolism;Peptidoglycan biosynthesis;Metabolic pathways
Q5F6L8	[CARD]gb|CAA11707.1|ARO:3000463|gimA	AF-Q5F6L8-F1-model_v6	18.8	5.135e-15	417	355	393	648	1	354	20	412	0.9424460431654677	1.0	CARD	gb|CAA11707.1|ARO:3000463|gimA	ARO:3000463	gimA family macrolide glycosyltransferase	macrolide antibiotic	antibiotic inactivation	gimA	True	False	90-100%	<30% cryptic	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase		False			178.0	"<30%
cryptic"	90-100%	Peptidoglycan biosynthesis;Metabolic pathways;Vancomycin resistance
Q5F6L9	[SWISSPROT]sp|I6Y0R5|FOLC_MYCTU	AF-Q5F6L9-F1-model_v6	15.6	8.347e-17	487	469	430	751	96	463	52	481	0.8829568788501027	0.9168443496801706	SWISSPROT	sp|I6Y0R5|FOLC_MYCTU		Dihydrofolate synthase/folylpolyglutamate synthase			FOLC_MYCTU	True	False	90-100%	<30% cryptic	murC	UDP-N-acetylmuramate--L-alanine ligase		False			235.0	"<30%
cryptic"	90-100%	
Q5F6M0	[CARD]gb|AEP40500.1|ARO:3002912|vanN	AF-Q5F6M0-F1-model_v6	27.6	8.653000000000001e-30	343	304	338	1170	5	300	2	339	0.9854227405247813	1.0	CARD	gb|AEP40500.1|ARO:3002912|vanN	ARO:3002912	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanN	True	False	90-100%	<30% cryptic	ddl	D-alanine--D-alanine ligase		False			152.5	"<30%
cryptic"	90-100%	D-Amino acid metabolism;Peptidoglycan biosynthesis;Metabolic pathways;Vancomycin resistance
Q5F6M2	[SWISSPROT]sp|Q9HWC1|COAX_PSEAE	AF-Q5F6M2-F1-model_v6	12.0	2.986e-07	248	414	368	322	8	375	2	242	1.0	0.8888888888888888	SWISSPROT	sp|Q9HWC1|COAX_PSEAE		Type III pantothenate kinase			COAX_PSEAE	True	False	70-90%	<30% cryptic	ftsA	Cell division protein FtsA		False			207.5	"<30%
cryptic"	70-90%	
Q5F6N4	[CARD]gb|AAC75089.1|ARO:3003577|ugd	AF-Q5F6N4-F1-model_v6	13.5	3.612e-09	388	290	293	415	6	267	2	294	0.7551546391752577	1.0	CARD	gb|AAC75089.1|ARO:3003577|ugd	ARO:3003577	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration	ugd	True	False	90-100%	<30% cryptic		prephenate dehydrogenase		False			145.5	"<30%
cryptic"	90-100%	Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids
Q5F6N6	[CARD]gb|CDO13836.1|ARO:3005044|OmpA	AF-Q5F6N6-F1-model_v6	12.6	3.247e-07	374	235	234	350	2	235	44	219	0.6256684491978609	0.9957446808510638	CARD	gb|CDO13836.1|ARO:3005044|OmpA	ARO:3005044	General Bacterial Porin with reduced permeability to peptide antibiotics	peptide antibiotic	reduced permeability to antibiotic	OmpA	True	False	90-100%	<30% cryptic				False			118.0	"<30%
cryptic"	90-100%	
Q5F6P1	[CARD]gb|WP_102607457.1|ARO:3004361|sul4	AF-Q5F6P1-F1-model_v6	12.7	4.463e-07	287	242	273	331	1	237	14	286	0.9512195121951219	1.0	CARD	gb|WP_102607457.1|ARO:3004361|sul4	ARO:3004361	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement	sul4	True	False	90-100%	<30% cryptic	pdxJ	Pyridoxine 5'-phosphate synthase		False			121.5	"<30%
cryptic"	90-100%	Vitamin B6 metabolism;Metabolic pathways;Biosynthesis of cofactors
Q5F6P5	[CARD]gb|AAL02176.1|ARO:3004669|emtA	AF-Q5F6P5-F1-model_v6	14.7	1.23e-21	341	380	376	867	5	380	2	340	1.0	0.9894736842105263	CARD	gb|AAL02176.1|ARO:3004669|emtA	ARO:3004669	non-erm 23S ribosomal RNA methyltransferase (G748)	lincosamide antibiotic;macrolide antibiotic;orthosomycin antibiotic	antibiotic target alteration	emtA	True	False	90-100%	<30% cryptic				False			190.5	"<30%
cryptic"	90-100%	
Q5F6R2	[SWISSPROT]sp|Q5HG20|DCDA_STAAC	AF-Q5F6R2-F1-model_v6	14.8	1.732e-27	421	630	566	1113	19	584	2	418	1.0	0.8984126984126984	SWISSPROT	sp|Q5HG20|DCDA_STAAC		Diaminopimelate decarboxylase			DCDA_STAAC	True	False	70-90%	<30% cryptic		Arginine decarboxylase		False			315.5	"<30%
cryptic"	70-90%	
Q5F6R6	[SWISSPROT]sp|Q9HY65|ARNB_PSEAE	AF-Q5F6R6-F1-model_v6	15.1	2.825e-14	382	380	373	586	41	379	1	373	0.9764397905759162	0.9815789473684211	SWISSPROT	sp|Q9HY65|ARNB_PSEAE		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera			ARNB_PSEAE	True	True	90-100%	<30% cryptic	bioF	Putative 8-amino-7-oxononanoate synthase		False			190.5	"<30%
cryptic"	90-100%	Biotin metabolism;Metabolic pathways;Biosynthesis of cofactors
Q5F6R7	[CARD]gb|UXD71803.1|ARO:3007459|EstT	AF-Q5F6R7-F1-model_v6	12.7	1.102e-07	306	215	248	342	3	200	39	286	0.8104575163398693	1.0	CARD	gb|UXD71803.1|ARO:3007459|EstT	ARO:3007459	macrolide esterase	macrolide antibiotic	antibiotic inactivation	EstT	True	False	90-100%	<30% cryptic		Dithiobiotin synthetase		False			108.0	"<30%
cryptic"	90-100%	Biotin metabolism;Metabolic pathways;Biosynthesis of cofactors
Q5F6R8	[CARD]gb|CAB37345.2|ARO:3004592|erm(32)	AF-Q5F6R8-F1-model_v6	17.4	2.297e-12	280	260	253	504	3	255	49	279	0.9035714285714286	0.9730769230769231	CARD	gb|CAB37345.2|ARO:3004592|erm(32)	ARO:3004592	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	erm(32)	True	False	90-100%	<30% cryptic	bioC	Malonyl-[acyl-carrier protein] O-methyltransferase		False			130.5	"<30%
cryptic"	90-100%	
Q5F6S3	[CARD]gb|ALH22601.1|ARO:3000620|adeL	AF-Q5F6S3-F1-model_v6	33.3	3.412e-27	337	303	286	1088	10	293	3	288	0.8486646884272997	0.9438943894389439	CARD	gb|ALH22601.1|ARO:3000620|adeL	ARO:3000620	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;tetracycline antibiotic	antibiotic efflux	adeL	False	False	90-100%	30-50% remote		HTH-type transcriptional regulator CrgA		False			152.0	"30-50%
remote"	90-100%	
Q5F6S7	[SWISSPROT]sp|Q47748|VANH_ENTFA	AF-Q5F6S7-F1-model_v6	14.4	7.958e-07	323	512	338	351	1	338	5	314	1.0	0.66015625	SWISSPROT	sp|Q47748|VANH_ENTFA		D-specific alpha-keto acid dehydrogenase			VANH_ENTFA	True	True	50-70%	<30% cryptic	pntA	NAD(P) transhydrogenase subunit alpha		False			256.5	"<30%
cryptic"	50-70%	Nicotinate and nicotinamide metabolism;Metabolic pathways
Q5F6S9	[SWISSPROT]sp|Q9HZ62|MUPP_PSEAE	AF-Q5F6S9-F1-model_v6	21.6	3.998e-08	226	277	208	362	62	263	1	208	0.9203539823008849	0.7509025270758123	SWISSPROT	sp|Q9HZ62|MUPP_PSEAE		N-acetylmuramic acid 6-phosphate phosphatase			MUPP_PSEAE	True	True	70-90%	<30% cryptic		Phosphoserine phosphatase		False			139.0	"<30%
cryptic"	70-90%	Glycine, serine and threonine metabolism;Methane metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids
Q5F6U3	[SWISSPROT]sp|A8FRR4|ARNB_SHESH	AF-Q5F6U3-F1-model_v6	11.6	3.951e-11	388	396	383	477	25	395	1	383	0.9871134020618557	0.9671717171717171	SWISSPROT	sp|A8FRR4|ARNB_SHESH		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera			ARNB_SHESH	True	True	90-100%	<30% cryptic		Aminotransferase		False			198.5	"<30%
cryptic"	90-100%	Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Cysteine and methionine metabolism;Arginine and proline metabolism;Tyrosine metabolism;Phenylalanine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids
Q5F6V5	[CARD]gb|AAV85981.1|ARO:3000533|macA	AF-Q5F6V5-F1-model_v6	97.9	6.118e-64	392	392	392	2745	1	392	1	392	1.0	1.0	CARD	gb|AAV85981.1|ARO:3000533|macA	ARO:3000533	ATP-binding cassette (ABC) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux	macA	False	False	90-100%	>90% near-identical				False			196.5	">90%
near-id."	90-100%	
Q5F6V6	[SWISSPROT]sp|Q9K0N7|MACB_NEIMB	AF-Q5F6V6-F1-model_v6	98.2	2.429e-95	644	644	644	4592	1	644	1	644	1.0	1.0	SWISSPROT	sp|Q9K0N7|MACB_NEIMB		Macrolide export ATP-binding/permease protein MacB			MACB_NEIMB	False	True	90-100%	>90% near-identical	macB	Macrolide export ATP-binding/permease protein MacB	Antibiotic resistance	True			322.5	">90%
near-id."	90-100%	ABC transporters
