uid	umap_x	umap_y	source	gene_family	mechanism	drug_class
[SWISSPROT]sp|O66874|PBPA_AQUAE	-5.1668596	-13.038777	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|O84955|BLO20_PSEAI	-7.9182653	0.22386837	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|O87545|GYRB_TREDE	3.8291905	2.234578	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|O87626|PBPA_NEIFL	-5.151586	-13.064012	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P00552|KKA2_KLEPN	0.32820624	4.6007953	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P00553|KKA4_NIACI	0.09097085	4.701952	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P00808|BLAC_BACLI	-7.996646	1.1314949	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P07941|PAC_KLUCR	-5.2362127	-0.1704316	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P08077|STRA_STRGR	-0.1044577	4.179683	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P0A0K8|GYRB_STAAU	3.8206544	2.2319942	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P0A1X4|LPXD_SALTY	4.2495737	4.5871305	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P0A3M6|PBP2_STRR6	-7.171961	2.4196067	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P0A6N3|EFTU_ECO57	3.6049256	3.9553094	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P0A7W4|RS5_SALTY	2.5842195	3.4369657	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P0AC11|DHP2_ECOLX	2.9292176	4.740553	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P0AES8|GYRB_SHIFL	3.8448706	2.3237886	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|A8LQR9|UPPP_DINSH	3.3046417	-7.758392	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|A8MFV5|UPPP_ALKOO	1.5240668	-5.4000096	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|A8ZXM2|UPPP_DESOH	2.667942	-6.1890583	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|A9GC83|UPPP_SORC5	2.533396	-7.1527195	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|A9HI81|UPPP_GLUDA	2.7017267	-7.05408	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|A9HXK3|UPPP_BORPD	2.7497087	-6.440802	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|A9KK15|CFR_LACP7	3.3027718	5.284871	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|A9KNK1|UPPP_LACP7	1.565471	-5.5172405	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|A9NF64|UPPP_ACHLI	1.4190655	-5.4500523	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|A9WSJ0|UPPP_RENSM	2.2914705	-8.070497	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|B0C1T8|UPPP_ACAM1	2.5041595	-6.077925	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|B0K909|UPPP_THEP3	1.6757323	-5.8188043	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|B0SS37|UPPP_LEPBP	1.5775872	-5.3334713	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|B0SSI2|RS12_LEPBP	2.1914413	2.8678656	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|B0T669|UPPP_CAUSK	2.9668932	-6.109369	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|B1HZM2|FOSB_LYSSC	9.595402	13.39535	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|B1I2Y8|UPPP_DESAP	2.6990926	-7.8573236	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|C0QC99|UPPP_DESAH	1.9488645	-5.9311705	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|C0QU08|UPPP_PERMH	1.5266311	-5.8748097	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|C0ZJ12|FOSB_BREBN	9.532552	13.334789	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|C1A8L5|UPPP_GEMAT	2.4228702	-7.787513	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|C1CVN6|UPPP_DEIDV	2.8976836	-6.6550703	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|C1D4X7|UPPP_LARHH	2.9802117	-6.5894656	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|C1DLV7|UPPP_AZOVD	2.9867246	-6.606244	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|C3KAD3|ARNC_PSEFS	6.540802	4.7124977	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|C4XT96|UPPP_SOLM1	2.7920814	-5.992784	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|C5BDQ4|ARNB_EDWI9	4.6392446	4.696545	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|C5BDQ5|ARNC_EDWI9	6.5595365	4.7397137	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|C5BRP6|UPPP_TERTT	3.7484102	-8.766896	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|C5CBT8|UPPP_MICLC	2.0640628	-7.88453	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|C5CGT6|UPPP_KOSOT	1.5764737	-5.9653034	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|C5CTM8|UPPP_VARPS	2.6368532	-6.4045715	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|C5D3Y4|UPPP_GEOSW	2.198384	-5.2887697	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|C5NU54|STTH2_STRNR	-0.5397432	4.4168515	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|C6BUE1|UPPP_MARSD	2.6495683	-5.8273926	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|D0CCT2|CRAA_ACIB2	-2.2263255	-9.646242	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|F4ZCI3|NNHA_MYCS0	0.75198054	4.9445934	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|O08446|Y324_MYCTU	0.45057797	5.4164963	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|O25103|HCPB_HELPY	-3.7383595	-0.2797767	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|O31501|SWRC_BACSU	-7.1250386	2.4551659	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|O32859|TAP_MYCFO	-1.8435754	-9.330979	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|O34309|RPH_BACSU	3.3377104	1.351472	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|O34640|AMIN_BACSU	-0.09776398	4.45176	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|O34697|BCEA_BACSU	1.6046914	4.2322354	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|O34741|BCEB_BACSU	1.3167728	1.1027198	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|O67939|UPPP_AQUAE	1.5368837	-5.902919	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|O69395|BLT2_ECOLX	-8.526781	-0.49346814	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|O69773|AMPC_PROST	10.429262	-12.4149275	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|O83051|GYRA_TREPA	4.66471	2.9547431	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|O86094|RPOB_LEGPN	4.039862	1.5854052	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|O86311|MEATP_MYCTU	1.1717474	3.89599	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P00484|CAT3_ECOLX	-6.021953	14.977697	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P00485|CAT1_STAAU	-6.0129356	14.9873295	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P00487|CAT_BACPU	-6.0172906	14.9824	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P00555|KKA5_STRFR	-0.025109129	4.2280035	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P00557|KHYB_ECOLX	-0.4392146	5.458698	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P00807|BLAC_STAAU	-7.8696938	1.2755402	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P02357|RS5_GEOSE	2.5544717	3.4694467	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P02980|TCR2_ECOLX	-1.4234402	-9.84746	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P02981|TCR3_ECOLX	-1.4317676	-9.774719	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P03038|TETR1_ECOLX	0.2153546	6.194345	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P04174|DYR_NEIGO	0.38372883	9.176493	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P04483|TETR2_ECOLX	0.4784699	6.0624256	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P06548|BLA3_BACCE	-8.022082	1.1442533	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P06555|BLAI_BACLI	0.1431094	5.828368	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P07287|ERME_SACEN	-3.501687	4.840216	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P07641|CAT_PROMI	-5.9943824	14.965244	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P08457|STA_STRLA	-0.9036194	4.8116465	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P09885|KKA6_ACIBA	0.2710924	4.935124	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P09891|ERMA_AERER	-3.516447	4.840748	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P09979|KHYB_STRHY	-0.3092976	4.35334	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P20074|CAT_STRAC	-6.0139356	14.98503	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P21236|ERM_STREE	-3.0863438	3.7071166	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P21861|PAT_STRCO	-1.0038459	4.7549825	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P22390|BLAC_CITKO	-8.577579	-0.39721984	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P22616|CAT2_HAEIF	-6.0148144	14.983777	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P22782|CAT_CAMCO	-6.0273323	14.972954	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P23054|TCRB_BACSU	-1.8833554	-10.787676	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P23212|MSRA_STAEP	1.3990347	0.45541945	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P24618|GRM_MICEC	0.7929513	4.778334	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P24619|GRM_MICRO	0.7772541	4.773544	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P26825|CAT1_CLOPF	-6.0158396	14.9830475	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P26826|CAT2_CLOPF	-6.0344534	14.964296	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P26841|CAT4_PSEAE	-1.7741013	7.119136	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P28018|BLA1_BACMY	-7.963581	1.1590949	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P28601|RL4_GEOSE	2.7806776	3.0978317	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P30897|BLAC_PROMI	-8.674291	0.2424284	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P30899|BLAC_PHOVU	-8.606032	0.7523511	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P32011|DRRB_STRPE	-0.5094947	1.1086389	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P33230|RCBA_ECOLI	-1.5004859	6.939069	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P33967|BSR_BACCE	-1.0677956	5.6378274	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P35391|BLAC_STRBA	-0.8838171	2.12602	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P35392|BLAC_STRFR	-0.8598824	2.097463	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P35393|BLAC_STRLA	-0.86568326	2.1245213	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P36555|EPTA_SALTY	5.867113	-2.7140992	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P37590|PMRD_ECOLI	-1.6491812	6.754912	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P39438|UPPP_AZOBR	2.8187332	-6.047315	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P39824|BLAC_BACSU	-8.022602	1.1288091	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P39843|BMR2_BACSU	-1.5302485	-10.552316	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P43433|MYRB_MICGR	-3.4958308	4.8507237	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q54001|TOLC_SALEN	12.733207	2.7310567	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q54441|AAC6C_SERMA	-1.8813926	5.054955	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q55317|FOSB_STAHA	9.60918	13.40901	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q55684|UPPP_SYNY3	2.9247305	-7.488592	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q56148|CPT_STRVP	-0.5774184	5.2427135	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q57146|PAT_STRVT	-0.9624801	4.750971	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q576S3|UPPP_BRUAB	2.712392	-5.972965	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q59397|DYR9_ECOLX	0.28370902	9.022332	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q59514|BLA1_MORCA	-8.487244	0.7703956	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q59517|BLAF_MYCFO	-0.9588675	2.1394186	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q59622|RPOB_NEIMB	3.9945197	1.5786963	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q5E2K6|UPPP_ALIF1	3.747355	-8.76155	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q5FUS6|UPPP_GLUOX	2.7447236	-7.0252223	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q5HKJ6|FOSB_STAEQ	9.635378	13.434654	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q5HVG3|MACB_CAMJR	5.527299	1.0568476	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q5L3H7|UPPP_GEOKA	2.2484002	-5.301711	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q5LLZ3|UPPP_RUEPO	3.2643101	-7.7897115	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q5P6D5|MACB_AROAE	5.7290573	0.5430122	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q5P6K4|UPPP_AROAE	2.836746	-6.4557266	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q5QUY5|UPPP_IDILO	3.5651624	-8.519769	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q5SLX1|UPPP_THET8	2.8719704	-6.294509	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q5WCX5|UPPP2_SHOC1	2.0508406	-5.3155284	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q5WE80|FOSB_SHOC1	9.4743185	13.278581	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q5WH44|UPPP1_SHOC1	1.9090804	-5.649764	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q5WJ42|CFR_SHOC1	3.3851812	5.2310567	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q5WNX0|BCRA_ENTFL	1.6155275	4.252541	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q5WNX1|BCRB_ENTFL	0.5415931	1.761892	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q5WNX2|UPPP2_ENTFL	1.599251	-5.420265	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q5XDV8|UPPP_STRP6	1.7119704	-5.0689764	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q5YVL4|UPPP_NOCFA	2.0708447	-7.7594104	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q60B18|UPPP_METCA	2.881528	-6.5135465	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q62ZD8|VGB_BACLD	3.057971	6.7736874	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q63CC5|FOSB_BACCZ	9.595733	13.395895	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q63DZ3|UPPP3_BACCZ	2.4800508	-5.5621085	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q63MM6|MACB_BURPS	5.69823	0.512779	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q63RM9|UPPP2_BURPS	2.794368	-6.770968	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q63V58|UPPP1_BURPS	2.7454355	-6.991105	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q650L9|UPPP_BACFR	1.7336684	-5.82176	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q65FP0|UPPP2_BACLD	2.091262	-5.312327	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q65KJ5|FOSB_BACLD	9.5617695	13.361975	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q65LE3|UPPP1_BACLD	1.6354122	-5.894363	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q65TH4|MACB_MANSM	5.4773283	1.1043549	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q67LG6|UPPP_SYMTH	2.7623713	-7.736091	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q6A5N5|UPPP_CUTAK	2.2825189	-8.07258	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q6AKL2|UPPP_DESPS	2.2459645	-5.879608	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q6D159|UPPP_PECAS	2.501784	-5.585253	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q6D2E9|ARNB_PECAS	4.614541	4.691301	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q6D2F0|ARNC_PECAS	6.5526423	4.739419	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q6D2F2|ARND_PECAS	4.3390975	7.275145	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q6D8T5|MACB_PECAS	5.5658054	1.006825	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q6F813|MACB_ACIAD	5.4758515	1.1099921	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q6FBS3|UPPP3_ACIAD	1.9612671	-5.7940083	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q6FDP8|UPPP2_ACIAD	1.8206054	-5.076291	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q6FEB4|UPPP1_ACIAD	2.3821983	-6.128959	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q6G1V5|MACB_BARHE	5.48778	1.0742295	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q6GEA2|FOSB_STAAR	9.615643	13.415509	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q6GKQ0|ERMA_STAAR	-3.066504	3.691966	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q6GKT9|GYRA_STAAR	4.643857	2.9771528	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q6ME04|UPPP_PARUW	2.0812662	-5.6006947	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q6MPX9|MACB_BDEBA	5.55577	1.0751011	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q7A4R9|VRAR_STAAN	0.8806033	6.8721986	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q7ATH9|AACA_MAMSC	-0.13573264	4.8486567	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q7CHI2|MACB1_YERPE	5.577452	1.0082021	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q7CIT9|ARND_YERPE	4.405738	7.255904	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q7CJG3|MACB2_YERPE	5.5308323	1.0065445	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q7M0R2|SGM_MICZI	0.7989269	4.770425	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q7M8U0|MACB_WOLSU	5.6426754	0.9514038	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q7M8Z9|UPPP_WOLSU	1.5440941	-5.897937	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q7MUH6|UPPP_PORGI	2.4552057	-5.582331	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q7N0B9|UPPP_PHOLL	2.474108	-5.4819126	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q7N3Q5|ARNB_PHOLL	4.4307847	4.6297317	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q7N3Q8|ARND_PHOLL	4.375493	7.1950493	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q7N6F9|MACB_PHOLL	5.53521	1.0387347	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q7NG92|UPPP_GLOVI	2.7812243	-7.610142	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q7NUJ3|MACB_CHRVO	5.672428	0.6290698	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q7NWQ2|UPPP2_CHRVO	2.7809846	-6.9929743	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q7NYE7|UPPP1_CHRVO	2.6917386	-6.212046	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q7U042|MFS55_MYCBO	-2.6213107	-10.252418	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q7U482|UPPP_PARMW	2.7932293	-7.4369164	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q7ULB5|MACB_RHOBA	5.77778	0.7219569	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q7UNQ8|UPPP_RHOBA	2.5665846	-6.1492248	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q7V1C3|UPPP_PROMP	6.6613274	6.213914	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q7VCK5|UPPP_PROMA	3.0420706	-7.707963	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q7VEQ2|UPPP_MYCBO	2.0521383	-7.8574724	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q7VMF9|MACB_HAEDU	5.454316	1.12202	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q93PE0|ARNB_YERPE	4.593214	4.6758113	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q93QY7|MPRF_STAXY	1.4689864	1.1999791	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q97KF6|UPPP2_CLOAB	1.4591278	-5.0542436	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q97LQ3|UPPP1_CLOAB	1.4843824	-5.4162273	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q97SV4|RL4_STRPN	2.7283099	3.156769	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q98DM7|UPPP1_RHILO	2.6058764	-6.0368834	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q98GG1|FOSX_RHILO	9.33231	13.142122	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q98NJ1|UPPP2_RHILO	2.8229408	-7.3162336	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q99SZ7|VRAS_STAAN	0.8888381	1.6684251	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q99UA7|FEMA_STAAM	3.4978354	5.789865	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q99VW1|GRAS_STAAM	0.91255903	1.6585444	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q9A2G0|UPPP_CAUVC	2.8394742	-6.018796	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q9AIV3|MPRF_STAAU	1.4948778	1.1824381	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q9CC42|UPPP_MYCLE	2.079479	-7.882872	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|Q9CDM7|UPPP_LACLA	1.6807427	-5.048899	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P86889|MEFA_ENTFL	-1.6830014	-10.734868	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P9WG20|DRRC_MYCTO	-0.4871966	1.0896869	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P9WG22|DRRB_MYCTO	-0.48544618	1.0853652	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P9WG91|STP_MYCTU	-2.764017	-10.189179	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P9WGF0|MMR_MYCTO	-12.931714	-9.688471	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P9WI98|Y3168_MYCTO	0.28556702	3.7683136	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P9WJ98|INIA_MYCTO	2.8866563	-0.30482852	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P9WJB1|FLQE3_MYCTU	-0.46039775	1.110707	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P9WJB3|FLQE2_MYCTU	-0.45081204	1.1255778	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P9WJW8|JEFA_MYCTO	-2.7740297	-10.179639	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P9WJX2|Y1634_MYCTO	-2.5970292	-10.194802	AMR_query	Unknown	Unknown	Unknown
